Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
5.67 x 5.41 x 0.55 inches,B00ODDE33U,"October 10, 2014",No,China,#5 in External CD & DVD Drives,Black,GP65NB60,6.9 ounces,$24.99,$33.78,$0.00,15
15.39 x 9.06 x 15 inches,B0785GRMPG,"December 5, 2017",No,China,#2 in Computer Cases,Black,MCB-Q300L-KANN-S00,1.06 pounds,$39.99,$119.29,$18.78,15
3.74 x 1.57 x 0.67 inches,B0CMDGGJTZ,"November 14, 2023",Samsung,"Korea, Republic of",#75 in External Solid State Drives,Black,MU-PH8T0S/AM,3.6 ounces,$599.99,$26.71,$70.71,15
5.2 x 3.46 x 1.18 inches,B0C9YLX21T,"July 20, 2023","Western Digital Technologies, Inc.",Thailand,#53 in External Hard Drives,Black,SDPH81G-005T-GBA1D,12.3 ounces,$169.99,$29.58,$0.00,15
16.34 x 11.3 x 17.13 inches,B0C89F1V5S,"November 2, 2023",NZXT,China,#8 in Computer Cases,Black,CC-H61FB-R1,20.7 pounds,$134.99,$181.72,$36.27,15
1.02 x 3.39 x 5.32 inches,B079H7JVL3,"February 1, 2018",No,China,#45 in External Hard Drives,Orange,STFR5000800,3.52 ounces,$179.99,$29.14,$0.00,15
2.56 x 1.97 x 0.39 inches,B0C9WHSZZN,"July 25, 2023",Crucial,Thailand,#50 in External Solid State Drives,Gray,CT2000X9PROSSD902,1.34 ounces,$169.99,$25.59,$22.81,15
9.8 x 5.83 x 5.58 inches,B0B72D88KL,"July 19, 2022",Cooler Master,China,#9 in Computer Cases  #16 in Computer Graphics Cards,Black,MCAU000RKFVK03,2.53 pounds,$43.99,$36.89,$10.08,15
4.52 x 3.07 x 0.46 inches,B094QZLJQ6,"June 17, 2021",No,Thailand,#23 in External Hard Drives,Black,STKY2000400,5.2 ounces,$69.99,$26.95,$11.85,15
4.65 x 3.46 x 0.82 inches,B07VNTFHD5,"August 20, 2019",No,Thailand,#44 in External Hard Drives,Black,WDBA3A0050BBK-WESN,8.2 ounces,$119.00,$27.98,$17.41,N/A
16.34 x 11.3 x 17.13 inches,B0C89G9QDK,"November 2, 2023",NZXT,China,#31 in Computer Cases,White,CC-H61FW-01,20.7 pounds,$109.99,$186.87,$34.05,15
20.47 x 9.65 x 20.47 inches,B08M49WW51,"October 29, 2020",Corsair,China,#25 in Computer Cases,Black,CC-9011210-WW,23.1 pounds,$154.99,$259.34,$47.10,15
9.5 x 2.5 x 6.5 inches,B071VP89X1,"May 15, 2017",No,China,#3 in External Blu-ray Drives,None,BW-16D1X-U,2.6 pounds,$124.99,$40.31,$0.00,15
2.54 x 2.54 x 0.34 inches,B097TTZD48,"June 30, 2021",No,China,#43 in External Solid State Drives,Black,WDBAYN0010BBK-WESN,0.952 ounces,$79.99,$26.04,$12.86,15
4.33 x 3.21 x 0.83 inches,B07WZYM7RQ,"October 4, 2019",No,Thailand,#69 in External Hard Drives,Silver,WDBPMV0050BSL-WESN,8.1 ounces,$139.99,$27.86,$0.00,N/A
6.6 x 5.6 x 0.6 inches,B0B6D8XB74,"July 15, 2022",ASUS,China,#18 in External CD & DVD Drives,BLACK,SDRW-08V1M-U-BLK-G-AS,12 ounces,$27.99,$27.98,$0.00,15
18.82 x 9.05 x 19.41 inches,B0CB26ZFKV,"July 13, 2023",Montech,China,#16 in Computer Cases,Black,AIR 903 MAX BLACK,20.5 pounds,$75.00,$186.36,$30.11,15
3.9 x 3.9 x 3.9 inches,B0CJG3Q7JW,"May 7, 2024","Western Digital Technologies, Inc.",Malaysia,#95 in External Solid State Drives,Black,SDDSSDT40-8T00-NA25,9.4 ounces,$699.99,$30.18,$82.21,15
8.94 x 6.46 x 2.17 inches,B09SS74KCN,"February 17, 2022",Vantec,Taiwan,#2 in External Blu-ray Drives,None,NST-540S3-BK,2.1 pounds,$56.48,$35.84,$11.34,15
9.8 x 5.83 x 5.58 inches,B0BRBX5LD9,"February 21, 2023",Coolermaster,China,#15 in Computer Cases,None,MCA-U000R-WFVK03,1.78 pounds,$49.99,$37.00,$10.75,15
3.46 x 8.5 x 6.7 inches,B01LQQHKZY,"October 4, 2016",No,Thailand,#48 in External Hard Drives,Black,WDBBGB0060HBK-NESN,2.31 pounds,$154.99,$40.09,$22.76,15
16.34 x 11.3 x 17.13 inches,B0C89S5PC5,"November 2, 2023",NZXT,China,#30 in Computer Cases,White,CC-H61FW-R1,20.7 pounds,None,None,None,N/A
8.27 x 5.24 x 1.61 inches,B0BB8TMWV7,"August 23, 2022","Western Digital Technologies, Inc.",Thailand,#227 in External Hard Drives,Dark Grey,SDPHF1A-022T-NBAAD,2.91 pounds,None,None,None,N/A
2.36 x 7.09 x 7.9 inches,B076CM5SZN,"October 10, 2017",No,China,#31 in External CD & DVD Drives,Black,SDRW-08U9M-U/BLK,7.1 ounces,None,None,None,N/A
12 x 7.9 x 16.9 inches,B0BJJ485PN,"October 17, 2022",GAMDIAS,China,#26 in Computer Cases,BLACK,AURA GC2,10.56 pounds,None,None,None,N/A
3.15 x 0.87 x 0.16 inches,B0BF7FGRZ6,"September 13, 2022",Fantom Drives,None,#82 in External Hard Drives,black,VM8X20,1 ounces,None,None,None,N/A
4.22 x 2.95 x 0.75 inches,B07VX8HHFK,"September 4, 2019",No,Thailand,#59 in External Hard Drives,Navy,WDBA2F0050BBL-WESN,7.4 ounces,$134.99,$27.62,$19.15,15
17.95 x 11.22 x 18.19 inches,B09TPZ5R6B,"March 1, 2022",HYTE,China,#84 in Computer Cases,White,CS-HYTE-Y60-BW,22 pounds,$179.99,$209.61,$44.37,N/A
13.5 x 8.5 x 6 inches,B09DKPXSFJ,"August 17, 2023",Fractal Design,China,#40 in Computer Cases,Jade,FD-C-TER1N-03,8.8 pounds,$179.99,$74.72,$29.38,15
3.5 x 1.8 x 0.39 inches,B08F1VVBL9,"August 20, 2020","Western Digital Technologies, Inc.",China,#79 in External Solid State Drives,Gray,WDBAGF0020BGY,0.25 ounces,$169.99,$25.95,$22.85,15
18.35 x 8.94 x 18.27 inches,B0BQSJWFQM,"April 4, 2023",NZXT,Taiwan,#39 in Computer Cases,Black,CC-H51FB-R1,16.23 pounds,$99.99,$163.95,$30.40,15
18.94 x 9.26 x 19.36 inches,B0BN3SY5XW,"October 26, 2022",Lian lI,China,#34 in Computer Cases,Black,LANCOOL 216R-X,23.1 pounds,$99.99,$203.15,$34.75,15
15 x 8.1 x 15.4 inches,B0797GHT9F,"January 19, 2018",Thermaltake USA Direct,China,#42 in Computer Cases,Black,CA-1J1-00S1NN-00,10.16 pounds,$49.99,$126.26,$20.66,15
17.05 x 8.27 x 19.53 inches,B0BZBWSXKH,"May 6, 2023",MSI,China,#78 in Computer Cases,Black,MAG FORGE 112R,14.95 pounds,$79.99,$144.87,$26.06,15
20.55 x 9.06 x 20.47 inches,B08T1VC921,"June 28, 2022",Fractal Design,China,#37 in Computer Cases,RGB Black TG Clear Tint,FD-C-POR1X-06,24.9 pounds,$109.97,$237.69,$39.70,15
17.56 x 8.94 x 18.27 inches,B0B6YHDB2Y,"October 25, 2022",NZXT,China,#81 in Computer Cases,White,CC-H51FW-01,15.45 pounds,$93.99,$163.51,$29.69,15
8.7 x 18.1 x 13.7 inches,B0C5LK9L62,"May 19, 2023",ASUS,China,#66 in Computer Cases,AP201/BLK/TG//,AP201/BLK/TG//,12.7 pounds,$69.99,$137.74,$24.16,15
15.2 x 9.1 x 15 inches,B0CB8WGGNW,"August 12, 2023",Cooler Master,China,#117 in Computer Cases,Black,Q300LV2-KGNN-S00,11.68 pounds,$59.99,$120.27,$21.10,15
7.5 x 0.75 x 6.2 inches,B011327QXC,"June 19, 2014",No,China,#5 in External Blu-ray Drives,Black,WP50NB40,9.6 ounces,$89.99,$28.42,$0.00,15
13.98 x 3.74 x 14.76 inches,B0C2CKPDG4,"February 8, 2023",Fractal Design,China,#129 in Computer Cases,Black,FD-C-RID1N-11,12.1 pounds,$129.99,$81.69,$24.60,15
5.13 x 2.82 x 0.63 inches,B0B3RMGKBS,"May 19, 2022",No,China,#97 in External Solid State Drives,Dark Grey,SDPM2NB-004T-GBAND,7.4 ounces,$349.99,$27.70,$43.04,N/A
15.94 x 8.27 x 16.73 inches,B093S1H4G2,"April 29, 2021",Montech,None,#21 in Computer Cases,Black,AIR 100 ARGB,13.23 pounds,None,None,None,N/A
17.56 x 8.94 x 18.27 inches,B0B6Y6NQNF,"October 25, 2022",NZXT,China,#86 in Computer Cases,Black,CC-H51EB-01,17.86 pounds,$104.95,$162.77,$30.82,15
19.7 x 7.5 x 16.7 inches,B00DKXXBU0,"July 7, 2013",No,China,#79 in Computer Cases,N400,NSE-400-KKN2,12.4 pounds,$74.99,$147.70,$25.82,15
5.67 x 0.55 x 5.41 inches,B00C2AMK2M,"March 27, 2013",No,China,#74 in External CD & DVD Drives,Black,GP60NB50,7.1 ounces,$27.78,$27.82,$0.00,15
5.91 x 3.98 x 1.5 inches,B0CVNM6H87,"February 26, 2024",Lexar International,China,#74 in External Solid State Drives,Black,LSL500X002T-RNBNU,1.52 ounces,$179.99,$26.00,$23.97,15
22.44 x 22.44 x 12.2 inches,B0BQS8GKWV,"April 4, 2023",NZXT,Taiwan,#145 in Computer Cases,Black,CM-H71FB-R1,13.2 pounds,$134.99,$200.48,$38.35,15
19.8 x 9.4 x 20 inches,B0CJCJ3ZZB,"March 6, 2024",FRACTAL DESIGN,China,#44 in Computer Cases,Charcoal Black TG Dark,FD-C-NOR1X-02,25.3 pounds,$179.99,$251.64,$49.03,15
18.94 x 12.91 x 19.53 inches,B0CQ59S798,"February 27, 2024",Corsair,China,#97 in Computer Cases,Black,CC-9011257-WW,30.9 pounds,$199.99,$266.24,$52.88,15
16.26 x 8.47 x 16.97 inches,B0BJ6D6MPJ,"September 5, 2022",DEEPCOOL,Afghanistan,#74 in Computer Cases,black,CH370,14.74 pounds,$59.41,$144.76,$23.76,15
7.4 x 4.72 x 6.38 inches,B0CF9MS1HG,"September 16, 2023",Lian Li,China,#56 in Computer Cases,Black,VG4-4-V2X,1.17 pounds,$59.99,$32.44,$11.35,15
5.3 x 5.6 x 0.6 inches,B01BY4PZLE,"February 18, 2016",No,Thailand,#38 in External CD & DVD Drives,Black,98938,7.7 ounces,$26.99,$28.06,$0.00,15
18.71 x 17.41 x 11.82 inches,B0CQC5QW99,"December 15, 2023",MONTECH,China,#119 in Computer Cases,K95 Pro Black with Fans,KING 95 PRO BLACK US,26.1 pounds,$149.00,$229.60,$43.14,15
11.5 x 14 x 22.5 inches,B0CS878V58,"January 12, 2024",Thermaltake,China,#94 in Computer Cases,Black,CA-1Y4-00S1WN-00,18.3 pounds,$145.99,$185.74,$37.93,15
21 x 15.25 x 22.4 inches,B0BQD5W3N9,"December 18, 2022",ASUS,China,#134 in Computer Cases,GT502 TUF GAMING CASE/BLK,GT502/BLK/TG//,23.1 pounds,$149.99,$225.44,$42.79,15
14.76 x 7.28 x 11.49 inches,B08BFJ8V8C,"June 17, 2020",Cooler Master,China,#93 in Computer Cases,Black,MCB-NR200-KNNN-S00,10.56 pounds,$82.99,$89.93,$20.29,15
16.54 x 10.61 x 14.96 inches,B09138FCV5,"March 29, 2021",LIANLI,China,#68 in Computer Cases,Snow White,O11D MINI S,24.2 pounds,$119.99,$188.87,$35.39,15
4.82 x 3.32 x 0.73 inches,B0B1W53S3X,"May 23, 2022",No,USA,#111 in External Solid State Drives,Black,IKVP80ES/1920G,10.2 ounces,$269.99,$29.02,$34.30,15
1.59 x 6.9 x 5.69 inches,B00DWFPDJI,"July 13, 2013",No,China,#15 in External Blu-ray Drives,Black,BW-16D1HT,1 pounds,$97.30,$51.29,$0.00,15
2.74 x 1.28 x 0.53 inches,B09F6279PY,"September 3, 2021",No,Taiwan,#104 in External Solid State Drives,Silver,SXS2000/2000G,1.02 ounces,$179.99,$26.21,$23.99,15
3.54 x 1.77 x 0.39 inches,B08F27QGHX,"August 20, 2020","Western Digital Technologies, Inc.",China,#96 in External Solid State Drives,Gray,WDBAGF0010BGY,0.25 ounces,$99.99,$25.95,$15.07,15
8.27 x 5.24 x 3.01 inches,B0CF81HG8G,"August 14, 2023","Western Digital Technologies, Inc.",Thailand,#345 in External Hard Drives,Black,SDPHG1H-012T-NBAAD,3.64 pounds,$547.75,$46.82,$67.13,15
20.47 x 9.65 x 20.47 inches,B0BKC67D3V,"February 2, 2023",Corsair,China,#243 in Computer Cases,Black,CC-9011242-WW,27.3 pounds,$219.99,$262.40,$54.68,15
4.5 x 3.25 x 0.75 inches,B00NTQGZNS,"September 18, 2014",No,USA,#262 in External Hard Drives,Black,A25-3PL256-2000F,8 ounces,$249.85,$28.58,$0.00,15
24.5 x 14 x 24.5 inches,B0BW21WZNG,"March 1, 2023",ASUS,China,#395 in Computer Cases,Hyperion GR701|Black,GR701 ROG HYPERION,54.9 pounds,$409.99,$343.39,$175.73,15
3.93 x 2.24 x 0.74 inches,B07R6P2JJR,"April 29, 2019",AVerMedia Technologies Inc,China,#8 in External TV Tuners,Live Gamer Mini,GC311,2.63 ounces,$99.99,$28.74,$15.38,15
25.5 x 22 x 14.5 inches,B08146JLXK,"February 21, 2020",No,China,#148 in Computer Cases,Black,FD-C-DEF7A-01,29.7 pounds,$179.86,$231.47,$46.78,15
4.7 x 5.1 x 1 inches,B00BOK3NQI,"April 9, 2013",No,Taiwan,#3 in External Disc Duplicators,Black,USBDUP12,6.7 ounces,$131.66,$30.18,$19.06,15
15.35 x 8.07 x 14.96 inches,B079G3TNDM,"January 24, 2018",No,China,#124 in Computer Cases,Black,CA-1J4-00S1WN-01,10.21 pounds,$54.99,$166.02,$25.63,15
5.24 x 8.27 x 4.06 inches,B0CH21SCYR,"September 8, 2023","Western Digital Technologies, Inc.",Thailand,#563 in External Hard Drives,Black,SDPHH2H-024T-NBAAD,6.77 pounds,$999.99,$60.66,$0.00,N/A
214.57 x 98.82 x 217.32 inches,B07L6CHS16,"December 6, 2018",ASUS Computer International Direct,China,#196 in Computer Cases,GT501 TUF GAMING CASE/GRY/WITH HANDLE,GT501/GRY/WITH HANDLE,26.2 pounds,$150.73,$264.71,$47.23,15
4.2 x 1.54 x 0.68 inches,B0BW4RBGH6,"February 17, 2023",Oyen Digital,Taiwan,#343 in External Solid State Drives,Black,DM2-P8-8T-BK,7.7 ounces,$889.00,$26.95,$102.84,15
3.5 x 1.18 x 0.39 inches,B08RX3TWJZ,"January 2, 2021",Western Digital,China,#114 in External Solid State Drives,Gray,WDBAGF0040BGY-WESN,0.3 ounces,$289.99,$26.15,$36.20,16
16.93 x 8.46 x 19.29 inches,B0BNT962NF,"December 1, 2022",MONTECH,China,#101 in Computer Cases,Black,SKY TWO (BLACK),17.44 pounds,$89.99,$162.98,$29.19,N/A
20.47 x 9.65 x 20.47 inches,B08M4B2KQ4,"October 29, 2020",Corsair,China,#270 in Computer Cases,Black,CC-9011212-WW,3.3 pounds,$214.99,$261.96,$54.06,15
16.7 x 12.6 x 13.25 inches,B00PDDMN6S,"November 14, 2014",No,China,#90 in Computer Cases,Black,CA-1D5-00S1WN-00,4.4 pounds,$69.99,$161.55,$26.80,15
20.47 x 9.65 x 20.47 inches,B08C76W2WM,"September 15, 2020",No,China,#147 in Computer Cases,White,CC-9011205-WW,17.6 pounds,$144.99,$174.96,$36.62,15
23.5 x 22 x 14 inches,B0CPRPMG8D,"December 7, 2023",MSI,China,#258 in Computer Cases,White,MAG PANO M100R PZ WHITE,24.9 pounds,$109.99,$232.76,$39.15,15
21.4 x 9.5 x 20.9 inches,B08697H54B,"May 16, 2020",Fractal Design,None,#158 in Computer Cases,Black - Light tint,FD-C-TOR1A-01,28.6 pounds,$189.99,$276.37,$52.90,15
4.5 x 2.7 x 0.75 inches,B0CV628X37,"February 7, 2024",Oyen Digital,Taiwan,#205 in External Solid State Drives,Black,U34-8T-BK,13.2 ounces,"$1,099.00",$28.30,$126.33,15
6.3 x 0.6 x 5.6 inches,B00H2FTQEW,"November 27, 2013",No,China,#56 in External CD & DVD Drives,Black,F2B56AA,0.3 ounces,$87.75,$28.06,$0.00,15
17.56 x 8.94 x 18.27 inches,B0B6XWXL4W,"October 25, 2022",NZXT,China,#127 in Computer Cases,White,CC-H51EW-01,17.86 pounds,$102.99,$105.99,$24.30,15
12.83 x 5.51 x 9.61 inches,B09T73JG49,"March 16, 2022",LIAN LI,China,#278 in Computer Cases,Black,A4-H2O X4 BLACK,6.38 pounds,$154.99,$68.90,$25.96,N/A
1.22 x 2.95 x 0.44 inches,B086W5JQT5,"September 1, 2020","Western Digital Technologies, Inc.",Thailand,#267 in External Hard Drives,Red,WDBYVG0010BRD-WESN,4.3 ounces,$69.99,$26.75,$0.00,N/A
8.07 x 5 x 1.89 inches,B0CCDS6G76,"August 31, 2023",Seagate,USA,#426 in External Hard Drives,White,STMK8000400,2.74 pounds,$189.99,$38.36,$0.00,15
4.35 x 3.23 x 0.59 inches,B00CRZ2PRM,"April 10, 2013",No,Thailand,#115 in External Hard Drives,Black,WDBUZG0010BBK-EESN,4.6 ounces,$64.99,$27.10,$11.32,15
7.5 x 7.2 x 2.2 inches,B001D1UTC4,"November 26, 2006",No,China,#57 in KVM Switches,None,GCS22U,1 pounds,$23.99,$29.30,$7.02,15
19.69 x 9.45 x 20.28 inches,B0BMPG47KQ,"November 16, 2022",Phanteks,China,#207 in Computer Cases,Black,PH-EC500GA_DBK01A,23.2 pounds,$129.99,$230.98,$41.19,15
12 x 7.9 x 16.9 inches,B0BH49RC7T,"October 9, 2022",GAMDIAS,China,#143 in Computer Cases,Black,AURA GC1,8.06 pounds,$54.99,$113.75,$19.82,15
20.87 x 9.88 x 22.05 inches,B09K1YNJTR,"February 16, 2022",Corsair,Taiwan,#111 in Computer Cases,Black,CC-9011230-WW,2.2 pounds,$291.50,$274.28,$63.94,N/A
21.65 x 11.22 x 20.08 inches,B0B7S341T8,"January 23, 2024",MSI,China,#105 in Computer Cases,Black,MPG GUNGNIR 111R,11 pounds,$84.92,$163.26,$28.66,15
13 x 16.9 x 8.3 inches,B0BQBDWCNT,"February 26, 2023",GAMDIAS,China,#164 in Computer Cases,Mesh Black,GD-TALOS E3 MESH,10.78 pounds,$59.99,$132.34,$22.45,15
18.11 x 9.09 x 16.33 inches,B0CDQT3BXD,"August 4, 2023",Cooler Master,China,#225 in Computer Cases,Black,Q500-KGNN-S00,17.19 pounds,$101.99,$107.34,$24.33,15
22.52 x 11.42 x 22.44 inches,B0839Y7933,"December 15, 2019",No,China,#233 in Computer Cases,TD500 Mesh Black ARGB,MCB-D500D-KGNN-S01,15.29 pounds,$99.99,$179.88,$32.17,15
7.68 x 4.92 x 1.73 inches,B07XV8JN31,"October 16, 2019",No,Thailand,"#21,116 in Video Games (See Top 100 in Video Games)  #9 in Xbox One Memory  #412 in Xbox Accessories  #461 in External Hard Drives",BLACK,WDBA5E0120HBK-NESN,2.16 pounds,$269.99,$36.96,$35.18,N/A
15.3 x 15.7 x 23.9 inches,B0B2KV8L9R,"May 27, 2022",Thermaltake,None,#302 in Computer Cases,None,CA-1X1-00M1WN-00,38.9 pounds,$157.99,$304.54,$52.48,15
19 x 6 x 15 inches,B0964K2W4R,"May 29, 2021",InWin,Taiwan,#277 in Computer Cases,black,BL040.FF300TB3F,12.92 pounds,$103.99,$79.09,$21.42,15
23.3 x 22 x 9.6 inches,B0CPP3DWLX,"January 12, 2024",ASUS,China,#171 in Computer Cases,ProArt PA602|Black,PA602/BLK/TG,35.5 pounds,$259.99,$317.55,$65.24,15
4.5 x 1.5 x 7.75 inches,B07MNTYSSK,"December 26, 2018",No,USA,#253 in External Hard Drives,Silver,GF3S14000UP,3 pounds,$235.84,$39.15,$0.00,15
16 x 8.1 x 19.37 inches,B07T4W3BMH,"June 14, 2019",Bgears,China,#254 in Computer Cases,Black,BG01893,11 pounds,$55.99,$150.98,$24.08,15
19 x 17 x 15 inches,B09DS85DYC,"October 4, 2021",Lian Li,China,#98 in Computer Cases,Black,O11AIRMINIBLACK,21.6 pounds,$99.99,$212.31,$0.00,15
18.23 x 9.65 x 18.7 inches,B0CHXVLL51,"September 12, 2023",Thermaltake,China,#268 in Computer Cases,Matcha Green,CA-1Y2-00MEWN-00,17.2 pounds,$99.99,$181.45,$32.34,15
16.1 x 8.54 x 17.72 inches,B07B3JDBM2,"February 26, 2018",No,China,#170 in Computer Cases,Black,FD-CA-MESH-C-BKO-TGL,16.87 pounds,$99.97,$164.82,$30.50,15
15 x 8.4 x 18.9 inches,B0BL4SWVN3,"November 15, 2022",Bgears,China,#297 in Computer Cases,Black,BG01961,14.4 pounds,$56.99,$145.03,$23.52,15
4.54 x 3.15 x 0.52 inches,B0BN4B4L54,"April 20, 2023",No,USA,#391 in External Hard Drives,Cloud White,STMA2000400,5.9 ounces,$106.82,$27.10,$0.00,15
20.87 x 17.3 x 8.66 inches,B0BVZ8BTNH,"February 16, 2023",SilverStone Technology,China,#648 in Computer Cases,Black,SST-RM51,36.4 pounds,$424.99,$309.15,$82.64,15
13.7 x 11 x 13.8 inches,B0CHXGGB3T,"September 25, 2023",Bluegears,China,#174 in Computer Cases,Black,BG01756,9.3 pounds,$59.99,$140.30,$23.33,15
16.54 x 15.83 x 9.65 inches,B0CGW3HYM9,"December 15, 2023",Antec,China,#263 in Computer Cases,NX200M RGB,NX200M RGB,9.58 pounds,$54.99,$99.87,$18.28,15
29.5 x 19 x 7 inches,B000XFVYRK,"July 2, 2004",No,Taiwan,"#508 in KVM Switches  #2,687 in Computer Monitor Accessories",None,B021-000-19,30.9 pounds,$676.31,$334.18,$113.35,15
17.76 x 8.54 x 15.94 inches,B0CKTYSZV9,"October 10, 2023",SilverStone Technology,China,#337 in Computer Cases,Black,SST-CS382,18.71 pounds,$249.99,$195.72,$50.60,15
7 x 5 x 1 inches,B07GY2B3WP,"September 15, 2018",No,China,#46 in Computer Cases,Black,PH-HDDKT_03,15.9 ounces,$16.99,$28.94,$6.20,15
8.8 x 3.5 x 1.6 inches,B0C3MWLCYS,"April 26, 2023",StarTech.com,Taiwan,#260 in KVM Switches,None,129N-USBC-KVM-DOCK,14.2 ounces,$294.14,$38.04,$37.99,15
2.72 x 1.11 x 0.5 inches,B0CD2TVQ98,"July 28, 2023",No,Taiwan,#128 in External Solid State Drives,Black,SB-XTMN-1TB,2.2 ounces,$169.99,$26.95,$22.96,15
